,age,pace,shooting,passing,dribbling,defending,physic,skill_dribbling,skill_fk_accuracy,skill_long_passing,skill_ball_control,value_eur,league_level
12199,23,73,35,58,60,58,62,60,36,58,54,120000,1
12200,21,66,51,57,60,48,64,61,40,57,56,120000,2
12201,21,63,33,48,59,58,60,61,38,43,49,100000,2
12202,25,67,60,52,66,30,50,71,46,48,63,150000,1
12203,18,87,57,51,61,29,61,62,36,44,56,120000,1
12204,21,57,60,43,53,32,62,51,29,32,58,130000,1
12205,18,71,56,54,63,53,67,60,59,60,64,100000,4
12206,24,67,45,53,58,58,65,58,42,49,58,130000,1
12207,24,77,47,59,57,52,67,56,49,60,52,150000,2
12208,22,72,32,54,60,55,81,59,31,55,57,100000,1
12209,26,75,54,57,63,34,54,62,41,64,60,170000,1
12210,19,82,57,50,67,25,51,67,55,45,64,110000,1
12211,28,55,35,48,60,60,69,61,32,56,55,110000,1
12212,18,77,60,43,60,26,46,55,33,38,57,120000,1
12213,20,80,63,44,57,27,49,52,48,43,56,130000,1
12214,19,69,54,55,62,43,59,61,38,63,64,110000,1
12215,18,72,61,48,57,26,54,58,38,40,56,120000,1
12218,21,58,35,46,56,57,73,51,38,50,58,90000,1
12219,26,45,27,37,36,56,73,25,20,45,44,140000,1
12221,23,54,42,50,51,64,57,46,30,57,51,120000,1
12222,27,57,34,48,50,60,69,43,36,54,56,120000,1
12223,31,64,51,61,65,38,51,64,58,61,66,110000,1
12224,21,68,28,47,59,63,57,58,32,46,54,100000,1
12226,21,52,27,35,36,58,65,22,24,45,47,100000,1
12227,27,55,30,49,54,61,73,55,28,47,53,130000,1
12228,20,71,46,59,62,52,64,56,60,59,63,120000,3
12229,19,62,47,59,58,43,56,58,56,61,61,110000,1
12230,23,60,26,26,31,61,72,27,21,22,26,120000,1
12231,20,62,56,54,60,41,57,60,44,46,58,120000,1
12232,25,73,53,59,63,26,48,62,63,61,60,170000,1
12233,23,58,57,63,62,27,51,63,53,58,58,150000,1
12234,21,81,61,38,59,28,46,58,27,31,52,130000,1
12235,22,57,46,56,60,64,59,58,48,58,59,90000,1
12236,21,59,42,50,53,57,72,53,26,48,57,100000,1
12237,21,72,62,41,59,27,64,59,35,38,54,130000,1
12238,18,65,60,44,61,29,53,58,35,41,62,120000,1
12239,20,67,29,32,39,63,55,31,30,26,36,100000,1
12240,20,78,59,52,58,29,67,56,38,57,59,120000,2
12241,19,68,62,42,55,28,53,53,36,32,61,120000,1
12242,26,55,58,37,60,29,63,61,40,33,58,170000,2
12243,18,82,56,54,65,32,41,66,45,50,64,100000,2
12244,18,74,54,47,63,30,66,63,40,43,63,120000,1
12245,18,67,39,49,54,61,61,53,39,54,56,90000,1
12246,18,72,59,49,57,29,55,53,44,46,58,120000,1
12248,20,69,37,46,56,60,66,53,26,45,56,100000,1
12249,23,76,33,36,43,61,65,36,28,34,44,120000,2
12250,20,52,64,43,53,27,56,50,42,37,56,130000,2
12251,31,46,26,33,37,60,57,26,22,29,42,90000,1
12252,18,65,36,46,56,60,63,53,34,41,59,90000,2
12253,18,66,40,54,61,58,51,61,39,53,59,90000,1
12254,19,65,51,60,61,57,61,61,52,62,63,110000,1
12255,22,77,48,59,60,26,48,62,62,48,57,120000,2
12256,19,75,60,47,60,26,54,58,35,42,61,120000,1
12257,19,72,27,49,55,58,62,47,33,57,58,90000,2
12258,23,76,55,40,56,34,62,56,30,32,55,150000,1
12259,19,57,31,36,39,61,65,35,34,29,36,90000,1
12260,19,68,51,59,63,57,49,64,40,69,62,110000,2
12261,23,52,57,41,56,28,75,55,28,26,61,150000,1
12262,23,78,43,38,64,58,69,65,36,34,66,120000,1
12263,19,77,55,49,58,27,57,59,37,37,60,120000,1
12264,19,68,60,45,60,27,60,66,36,38,52,120000,1
12265,20,77,59,53,63,27,50,66,39,49,64,120000,1
12266,23,63,52,57,64,28,53,61,47,53,63,130000,1
12267,22,82,58,47,60,27,68,56,24,47,61,130000,3
12268,19,68,59,56,60,56,61,60,61,62,61,80000,1
12269,23,67,44,60,55,59,66,49,51,61,60,120000,1
12270,20,68,34,50,46,57,67,41,35,52,45,100000,2
12271,18,79,50,50,63,27,64,64,32,50,61,100000,1
12272,22,57,27,38,45,60,64,39,27,37,47,100000,2
12273,18,69,36,50,59,58,61,59,61,40,57,90000,1
12274,21,86,64,53,61,50,62,63,47,52,61,120000,1
12275,20,70,48,57,61,49,63,58,53,62,67,120000,1
12277,18,75,29,53,62,59,53,61,34,54,57,90000,2
12278,20,67,36,47,58,57,71,54,36,57,55,100000,1
12279,20,60,36,48,45,59,61,37,39,56,52,100000,1
12280,20,59,30,38,52,56,66,48,32,39,55,100000,2
12281,19,63,28,46,50,62,66,51,36,46,49,90000,2
12282,19,63,53,60,69,50,50,67,47,62,71,110000,1
12283,20,73,43,49,61,60,50,60,30,44,61,100000,2
12284,21,65,55,49,66,40,55,65,39,56,63,130000,1
12285,20,59,26,39,38,57,68,29,24,51,46,100000,1
12286,19,57,34,50,54,61,56,51,36,39,56,90000,1
12287,19,58,28,31,39,63,56,31,29,29,42,90000,2
12289,18,70,38,43,44,58,66,38,29,54,48,90000,1
12290,18,65,51,64,61,43,55,56,64,65,66,100000,1
12291,19,72,47,57,65,33,47,63,43,54,65,120000,2
12292,21,62,33,37,37,61,64,33,36,30,34,100000,2
12293,26,58,30,49,64,58,65,68,27,56,56,130000,1
12294,18,72,59,51,64,27,47,62,41,48,64,120000,1
12295,19,80,34,43,53,58,60,58,34,37,42,90000,2
12296,19,64,58,44,58,26,55,55,32,36,60,120000,1
12297,22,54,53,58,70,40,42,70,55,58,74,130000,1
12299,23,63,43,59,60,57,65,60,39,63,62,120000,1
12300,21,67,58,53,57,30,57,55,43,43,58,130000,1
12301,20,63,29,38,40,61,62,30,33,41,44,100000,2
12302,19,55,30,35,38,61,60,29,32,36,44,90000,2
12303,20,64,62,47,57,29,53,58,35,42,56,130000,2
12305,19,64,61,47,60,31,59,65,43,44,52,120000,1
12306,21,61,49,62,62,50,61,61,65,65,65,120000,2
12307,20,71,48,58,61,50,60,55,44,60,65,120000,1
12308,18,74,58,55,66,32,50,65,40,55,65,120000,1
12309,24,72,55,59,63,48,65,61,37,61,62,150000,1
12310,26,67,52,57,61,55,67,60,47,61,61,130000,1
12311,22,62,47,59,62,43,57,64,52,60,60,120000,1
12312,18,58,27,36,33,62,66,26,21,41,30,90000,1
12313,17,76,59,43,57,29,48,56,41,37,57,120000,1
12314,17,67,54,53,65,39,63,65,40,56,62,120000,2
12315,20,69,32,47,54,59,60,53,39,28,54,100000,1
12316,21,81,60,45,53,29,53,48,32,50,58,130000,3
12317,26,64,42,64,59,32,45,52,75,67,66,160000,1
12318,22,77,57,51,62,27,48,63,38,45,61,120000,1
12319,20,67,34,51,60,58,56,57,37,42,58,100000,1
12320,21,67,28,55,58,60,60,57,27,52,60,100000,2
12321,19,60,57,45,53,28,67,51,29,25,54,120000,1
12322,19,65,47,59,56,47,59,56,43,59,55,110000,1
12323,18,73,55,45,51,55,77,41,31,46,55,80000,1
12324,18,67,45,56,62,53,65,60,42,61,62,100000,1
12325,21,82,53,52,67,28,42,69,40,43,65,120000,1
12326,19,75,59,44,59,29,62,58,38,38,58,120000,1
12327,27,60,33,36,37,58,66,31,27,40,40,130000,1
12328,18,77,53,53,68,25,52,67,50,52,68,120000,1
12329,21,64,39,49,66,58,64,66,38,47,67,100000,1
12330,22,65,46,45,59,60,60,57,32,41,62,100000,1
12331,27,48,30,41,42,55,79,36,24,37,47,130000,1
12333,21,81,61,51,64,28,55,66,28,47,61,120000,2
12334,19,72,28,49,38,60,61,34,31,56,35,90000,2
12335,21,84,34,50,55,56,68,56,38,51,52,100000,1
12336,28,62,28,28,32,59,69,22,27,28,36,120000,1
12337,22,67,61,49,60,26,57,58,46,44,55,130000,1
12338,18,72,52,52,63,33,63,59,32,57,67,120000,1
12340,22,46,59,62,57,43,53,57,49,64,57,130000,1
12341,24,70,41,52,54,59,67,52,36,46,53,130000,1
12342,20,66,26,44,51,57,67,45,33,34,54,100000,1
12343,23,73,27,53,52,59,64,48,30,57,51,120000,1
12344,23,66,29,46,62,59,63,62,27,42,61,120000,1
12345,22,63,28,52,63,59,63,65,30,60,62,100000,1
12346,21,65,61,44,62,27,51,60,46,37,63,130000,1
12347,31,75,57,50,55,36,57,53,38,50,58,120000,1
12348,19,58,43,56,58,58,63,57,42,62,60,80000,1
12349,21,55,28,28,32,60,73,27,30,25,31,100000,2
12350,19,77,57,47,60,28,60,61,32,45,57,120000,1
12351,25,79,55,54,64,30,48,68,32,54,59,150000,1
12352,20,71,59,44,64,27,46,65,32,37,58,130000,1
12353,19,72,61,60,60,52,66,60,45,60,63,110000,1
12354,19,77,57,39,57,29,59,56,31,36,58,120000,1
12356,27,68,54,56,57,31,64,57,70,54,58,150000,1
12357,21,66,37,52,51,57,59,44,49,45,57,100000,2
12358,18,62,44,56,61,39,54,60,47,59,63,120000,1
12359,18,58,32,50,41,61,59,34,35,56,45,90000,1
12360,18,64,27,46,40,59,61,26,32,48,58,90000,1
12361,21,60,29,35,42,59,65,37,33,37,44,100000,1
12362,20,62,50,63,68,39,51,71,50,72,69,120000,1
12363,23,66,37,46,58,59,70,59,38,38,53,120000,1
12364,18,69,51,59,63,38,42,62,55,59,65,120000,2
12365,18,69,37,50,56,59,62,53,35,50,55,90000,1
12366,20,54,28,41,37,56,67,32,23,48,42,100000,1
12367,16,62,44,60,61,52,54,62,47,63,59,100000,1
12368,17,62,45,62,64,30,35,60,54,65,64,120000,1
12369,20,67,61,46,57,28,50,58,32,41,56,130000,1
12370,20,53,29,36,38,58,64,31,25,40,42,100000,1
12371,18,69,46,64,63,46,43,57,50,65,66,120000,1
12372,21,61,59,37,51,29,62,53,37,23,53,130000,2
12373,21,64,58,55,54,60,59,53,62,66,58,90000,1
12374,21,73,47,66,59,46,44,53,52,69,64,130000,1
12375,20,69,51,55,70,40,45,69,46,55,68,130000,1
12376,24,70,34,46,56,59,66,53,34,41,57,130000,1
12377,21,72,50,54,62,49,70,62,37,61,60,120000,3
12378,19,71,60,45,60,28,55,57,34,40,60,120000,1
12379,23,71,56,49,64,26,51,64,40,56,62,130000,1
12380,24,66,47,60,63,49,66,61,39,60,64,150000,1
12381,19,64,61,53,65,32,38,66,43,41,60,120000,2
12382,27,75,48,60,55,49,73,51,39,65,58,150000,4
12383,19,64,46,59,58,54,65,54,38,59,63,110000,1
12384,31,59,43,57,56,56,65,51,48,58,56,80000,1
12385,20,70,48,62,64,58,56,60,64,65,66,100000,1
12386,19,65,59,39,57,29,56,55,35,29,59,120000,1
12387,21,68,32,44,52,61,61,48,28,43,52,100000,1
12388,22,59,40,63,59,55,49,55,48,70,63,120000,2
12390,20,50,63,44,56,28,50,52,32,35,54,130000,1
12391,24,74,43,51,64,58,57,64,35,58,62,130000,4
12392,23,65,63,49,72,30,35,73,40,44,67,150000,1
12393,26,68,64,58,64,28,52,68,45,59,64,160000,1
12394,21,76,42,55,64,27,40,66,51,52,63,120000,1
12395,23,52,27,35,41,58,71,37,22,23,46,120000,1
12396,22,70,45,56,59,32,51,58,40,54,57,120000,1
12397,29,62,33,39,61,63,66,66,36,26,46,110000,1
12399,21,64,48,64,62,42,60,57,51,67,67,130000,1
12401,20,56,60,44,57,29,61,58,35,39,56,130000,2
12402,22,76,55,57,59,28,54,58,62,52,62,120000,1
12403,25,69,30,35,41,59,72,34,24,38,47,140000,1
12404,20,60,31,39,46,63,57,48,36,42,41,100000,2
12405,25,68,50,56,64,44,57,63,45,49,61,150000,2
12407,20,74,45,56,65,56,59,64,39,56,59,120000,1
12408,25,68,43,51,60,56,70,60,42,44,61,140000,1
12409,18,80,50,53,68,26,46,68,39,48,67,120000,1
12410,20,68,54,49,64,29,45,67,41,37,62,130000,1
12411,21,78,37,50,56,61,53,54,28,49,57,100000,1
12412,19,60,44,55,57,58,64,57,40,57,56,90000,1
12414,25,79,49,50,63,29,57,62,32,47,59,150000,1
12415,21,69,50,55,66,29,42,64,42,55,64,120000,1
12416,19,71,36,49,52,64,51,55,29,53,38,90000,2
12417,20,58,28,34,36,59,65,26,37,42,39,100000,1
12418,26,54,25,34,36,60,65,25,26,30,46,140000,1
12419,21,70,46,56,59,30,55,61,41,62,58,120000,1
12420,21,69,58,46,57,28,56,57,36,43,53,130000,2
12421,18,67,52,57,65,37,51,65,52,58,63,120000,1
12422,20,66,30,53,57,58,67,55,27,55,60,100000,2
12424,19,75,52,56,65,30,44,63,44,57,60,120000,2
12425,19,59,60,52,69,29,37,73,43,41,70,120000,2
12426,19,74,33,36,50,63,73,45,43,29,51,90000,2
12427,21,62,42,59,64,52,53,63,48,60,62,120000,2
12428,18,53,66,38,53,27,54,48,34,30,57,120000,1
12429,26,67,54,58,62,60,61,64,44,61,60,160000,1
12430,23,73,56,59,62,41,56,61,50,60,63,150000,4
12431,20,74,47,60,59,52,54,56,45,69,58,120000,1
12432,18,69,50,60,61,44,54,56,38,67,66,100000,1
12433,19,60,31,40,49,58,62,45,27,38,53,90000,2
12435,19,59,29,37,44,61,60,39,35,40,46,90000,1
12436,19,47,31,31,35,60,72,28,33,33,40,90000,1
12437,19,61,53,61,62,47,57,64,56,60,60,120000,1
12438,18,58,61,45,60,28,44,57,36,38,58,120000,1
12439,20,73,62,57,67,54,59,66,60,53,69,120000,1
12440,29,64,60,37,57,28,58,55,31,27,57,140000,1
12441,20,54,30,35,45,60,69,45,27,29,44,100000,1
12442,27,67,58,54,62,31,48,65,47,47,64,150000,1
12443,17,78,54,53,66,35,63,70,38,50,61,120000,1
12444,19,68,46,55,63,58,61,64,39,62,62,80000,1
12445,24,61,58,51,54,29,57,51,39,53,58,160000,2
12446,34,52,27,30,36,59,69,29,20,20,39,40000,1
12447,22,66,40,53,64,58,63,67,35,45,63,100000,1
12448,18,67,49,58,61,35,55,57,45,50,59,100000,1
12449,19,55,42,54,57,59,64,57,45,56,58,80000,1
12450,22,66,62,61,56,56,62,58,78,61,53,120000,1
12451,27,65,66,50,65,30,46,70,47,41,64,150000,1
12452,20,64,50,57,65,36,49,64,46,56,72,130000,1
12453,20,66,63,45,59,27,42,59,36,35,59,130000,1
12454,25,59,29,29,36,62,61,31,25,32,38,140000,1
12455,24,60,60,43,58,29,54,58,33,30,56,160000,1
12456,21,63,43,61,59,45,43,58,43,70,59,120000,1
12457,17,60,35,50,53,61,64,51,29,55,58,90000,1
12458,24,76,60,48,62,27,50,64,53,33,57,160000,1
12460,21,71,35,47,65,59,58,69,34,47,57,100000,2
12461,20,66,51,58,65,58,66,66,50,60,64,100000,2
12462,21,63,35,40,40,64,52,36,36,37,42,100000,2
12463,18,70,61,43,58,28,55,55,32,50,57,120000,1
12464,22,77,44,52,63,58,55,62,61,50,60,100000,1
12465,22,61,41,53,50,60,53,48,51,57,52,100000,2
12466,19,61,59,42,51,30,68,50,34,28,54,120000,2
12467,18,65,44,60,62,59,56,63,46,68,61,100000,2
12468,17,64,45,56,59,56,60,59,43,65,60,100000,2
12469,19,71,27,40,46,62,56,43,35,37,41,90000,2
12470,18,61,58,57,63,41,55,66,52,60,64,120000,2
12471,29,76,59,47,62,33,51,60,44,39,61,140000,2
12472,18,71,54,54,63,41,54,63,38,53,62,100000,2
12473,19,61,43,53,56,57,64,54,40,58,56,80000,1
12474,18,59,30,31,35,61,66,31,32,26,36,90000,1
12475,27,64,45,55,46,60,61,40,53,56,57,130000,1
12476,35,46,62,57,64,39,70,65,64,48,63,40000,4
12477,30,81,58,52,57,27,72,52,47,47,57,130000,1
12478,32,81,56,54,61,29,48,58,48,52,57,100000,1
12480,30,52,33,29,40,58,65,34,29,25,41,100000,1
12482,31,66,55,48,45,27,76,33,40,40,57,120000,1
12483,31,29,25,37,33,56,71,29,25,44,34,90000,4
12484,34,48,37,59,55,60,60,53,69,60,57,40000,4
12486,34,65,58,62,67,60,59,66,64,64,64,40000,1
12487,31,43,38,43,40,56,70,33,51,58,51,90000,1
12488,30,66,49,55,52,60,69,54,46,48,54,100000,1
12489,36,26,58,58,60,56,58,58,26,60,60,2000,2
12490,30,67,36,50,58,62,62,60,48,60,52,100000,1
12492,29,54,47,50,64,62,65,60,41,54,68,100000,1
12493,32,56,54,54,56,61,57,54,51,54,59,70000,1
12494,28,63,52,58,61,52,61,61,66,57,60,110000,1
12496,31,53,43,44,41,58,70,37,49,39,44,90000,1
12497,31,33,34,39,35,57,67,25,25,51,44,90000,1
12498,31,75,57,54,60,59,71,58,66,52,62,110000,1
12499,31,57,28,47,43,60,65,37,57,42,41,90000,4
12500,31,56,35,62,55,54,68,50,59,57,55,90000,4
12501,27,65,55,56,60,37,50,61,59,48,60,150000,1
12502,24,61,41,56,51,58,59,45,44,53,59,130000,1
12503,26,53,45,55,60,57,66,63,24,59,61,140000,1
12505,25,79,50,50,60,50,70,59,47,44,52,150000,4
12506,29,69,60,39,50,30,73,46,35,25,42,140000,3
12508,28,70,57,46,59,25,66,56,60,25,54,150000,1
12509,28,55,30,52,54,59,61,54,27,50,52,120000,1
12510,29,63,40,59,58,44,66,55,49,61,58,130000,4
12511,26,71,61,57,67,46,68,66,62,51,67,160000,1
12512,31,70,36,47,56,58,72,57,46,48,53,90000,1
12514,28,56,51,58,58,52,68,56,57,53,57,140000,1
12515,28,62,38,58,62,56,53,60,53,58,62,140000,1
12516,28,63,55,58,52,57,60,46,57,58,58,140000,1
12517,30,53,46,45,49,56,68,43,57,52,56,100000,1
12519,31,73,35,53,56,56,69,56,32,48,53,90000,1
12520,28,71,51,61,63,36,55,62,56,60,63,140000,1
12521,27,54,57,61,54,47,67,48,63,62,62,150000,4
12522,25,60,29,41,34,56,67,28,24,42,39,140000,4
12523,27,69,57,58,58,45,60,53,39,65,62,150000,4
12525,27,77,51,54,57,55,66,55,53,55,57,150000,3
12526,31,66,53,53,51,58,58,48,55,58,52,90000,1
12527,29,69,60,60,60,53,73,59,56,57,61,110000,1
12528,30,68,54,56,61,44,59,59,68,58,60,120000,2
12529,27,72,32,37,46,58,58,32,25,36,57,130000,4
12530,26,53,27,38,33,58,67,20,22,41,44,140000,4
12532,25,75,59,56,61,33,66,63,53,61,51,170000,4
12534,33,69,40,55,57,42,67,54,53,47,56,80000,1
12535,27,73,48,51,56,53,75,51,40,54,56,130000,1
12536,25,66,48,56,62,48,67,63,54,59,60,150000,1
12537,26,66,51,56,59,56,62,53,43,55,63,140000,1
12539,27,75,33,33,48,59,74,39,25,29,49,130000,2
12540,25,62,53,56,58,52,81,61,52,41,59,140000,1
12541,24,76,35,54,61,56,63,61,49,48,61,130000,1
12542,27,65,43,56,51,56,66,47,42,58,55,130000,1
12543,27,52,30,40,39,58,64,34,25,42,44,130000,1
12544,28,60,57,58,59,29,61,58,59,56,59,140000,1
12545,27,34,36,41,35,58,70,25,22,38,44,130000,1
12546,30,49,25,47,47,57,69,43,40,42,47,100000,1
12547,25,67,55,57,60,52,57,58,59,53,57,150000,1
12548,31,69,48,60,54,51,70,45,71,64,59,80000,1
12550,30,69,56,56,58,27,65,58,57,56,59,130000,1
12551,29,71,36,52,42,56,68,28,57,49,55,110000,1
12552,25,54,56,58,55,52,68,53,57,59,55,150000,1
12553,30,76,60,42,58,27,67,60,46,37,52,130000,4
12554,25,64,45,56,57,54,72,55,26,62,60,150000,4
12556,28,67,48,60,58,47,59,55,67,59,61,140000,4
12557,27,71,57,48,59,27,63,56,45,45,59,160000,4
12558,25,65,57,59,60,35,69,52,56,61,65,150000,4
12559,25,56,33,39,31,59,69,21,23,52,35,140000,3
12561,26,61,44,55,57,61,75,53,30,58,55,160000,3
12562,25,82,29,42,58,57,70,56,31,46,49,140000,4
12563,26,63,57,56,61,30,59,59,59,54,58,170000,4
12564,26,73,43,55,49,56,71,43,54,49,54,140000,1
12565,25,61,41,53,57,56,62,55,28,54,55,140000,1
12566,25,68,44,57,62,59,63,63,46,39,65,130000,2
12567,27,67,56,54,55,51,69,55,43,48,54,150000,3
12568,25,68,47,52,56,55,71,54,31,27,60,140000,1
12569,25,73,35,60,56,54,71,53,60,58,57,140000,4
12570,24,76,55,59,56,57,73,57,57,56,57,150000,3
12571,29,77,30,53,60,56,67,55,44,49,63,110000,4
12573,25,64,50,59,57,52,66,52,44,60,58,130000,4
12574,26,62,46,56,61,31,50,61,51,48,61,160000,2
12576,30,50,26,37,53,57,72,47,44,27,52,100000,1
12577,25,61,46,54,55,55,67,53,49,56,56,130000,1
12578,26,78,47,54,58,30,48,57,38,57,52,160000,1
12579,26,61,55,52,59,40,55,53,46,48,61,170000,1
12580,23,76,50,52,61,55,56,59,51,48,60,120000,1
12581,26,61,48,59,59,38,49,51,37,56,66,160000,1
12582,23,67,37,59,57,52,66,52,55,62,60,110000,4
12583,24,71,36,51,57,55,60,53,29,48,58,130000,1
12585,27,72,48,55,60,31,59,60,51,54,57,150000,1
12586,24,54,40,50,51,61,71,49,31,60,51,130000,1
12589,27,60,51,55,58,57,62,58,41,48,56,130000,1
12590,25,77,56,55,61,26,54,60,59,51,59,150000,4
12591,23,54,26,39,48,57,69,44,25,48,50,120000,3
12592,30,70,39,45,51,56,74,49,38,39,48,100000,1
12595,21,71,31,44,51,59,70,47,28,57,53,100000,1
12596,24,80,53,54,67,52,57,67,50,59,67,160000,1
12597,25,67,50,58,53,44,66,46,59,51,62,150000,1
12600,23,67,58,47,56,34,53,54,45,54,56,150000,2
12601,24,71,58,35,57,31,57,55,53,30,56,160000,1
12602,24,65,63,51,66,27,57,66,54,48,64,150000,3
12603,22,77,55,45,61,26,52,65,59,37,44,130000,3
12604,23,58,62,56,60,38,31,61,53,52,53,130000,1
12605,22,54,40,55,51,58,60,48,35,55,56,100000,1
12606,22,71,31,42,36,58,66,26,21,44,38,100000,4
12607,23,71,59,61,62,49,60,56,68,59,62,130000,3
12608,23,90,57,49,61,36,55,61,32,46,52,130000,4
12609,25,73,56,50,57,28,57,55,35,56,53,170000,1
12611,24,65,45,55,53,55,66,46,60,56,56,130000,1
12613,22,68,57,59,62,44,61,59,62,61,64,120000,4
12614,22,65,51,56,58,55,54,57,26,59,59,120000,1
12615,25,71,58,39,54,28,65,53,37,32,55,170000,1
12616,24,52,35,52,54,53,69,50,22,56,56,120000,1
12617,20,49,36,54,41,56,66,26,50,62,58,100000,1
12618,22,69,42,55,57,56,63,56,60,56,55,100000,1
12620,28,50,64,45,62,36,66,61,45,42,53,150000,1
12621,23,65,28,38,38,57,71,31,35,32,38,120000,2
12622,25,62,58,54,60,36,60,59,52,52,60,170000,1
12623,23,68,34,55,49,57,66,43,40,54,47,120000,1
12625,22,69,32,48,38,57,68,21,51,38,52,100000,1
12626,23,79,57,40,62,27,54,58,34,25,55,150000,4
12627,23,66,56,50,64,30,55,61,32,61,59,150000,1
12628,22,73,58,43,58,28,56,57,21,31,53,130000,4
12629,23,68,57,54,54,43,58,49,46,56,55,150000,1
12630,22,62,49,52,64,51,64,61,46,57,69,120000,1
12631,23,91,60,51,67,27,39,67,68,40,62,150000,1
12632,28,69,51,59,59,45,58,55,50,63,55,140000,1
12633,20,59,47,53,66,29,54,67,38,51,68,130000,4
12634,20,67,44,61,64,33,56,62,29,65,67,120000,2
12635,22,65,46,59,61,56,63,56,50,60,60,120000,3
12637,21,64,31,51,48,56,68,45,30,51,49,100000,4
12638,20,77,59,37,57,26,51,53,37,31,57,130000,2
12639,21,56,53,63,65,32,53,61,50,62,73,120000,1
12640,27,54,29,40,32,57,68,23,28,41,38,130000,1
12642,27,58,48,56,52,60,70,47,40,55,58,150000,1
12643,25,78,49,57,57,50,62,54,46,56,56,150000,1
12644,22,65,36,48,55,57,65,49,39,42,56,100000,1
12645,21,65,45,57,60,44,63,56,29,61,62,120000,1
12647,21,81,53,50,59,27,55,57,26,46,58,120000,1
12649,20,68,30,43,53,59,62,52,31,44,53,100000,3
12650,21,60,28,33,38,57,65,27,20,34,45,100000,3
12652,19,78,49,48,70,24,46,76,54,32,62,110000,1
12653,26,72,51,50,58,54,76,54,42,41,56,160000,1
12654,26,66,52,61,64,49,56,61,55,56,66,160000,1
12655,24,80,39,52,48,54,69,33,44,44,54,130000,1
12656,21,40,25,39,41,58,71,38,20,46,49,100000,3
12657,23,75,52,49,66,26,54,65,31,48,62,130000,1
12658,23,58,44,60,62,51,57,59,61,60,61,110000,2
12660,22,73,57,54,59,53,54,55,40,54,63,120000,1
12661,20,67,35,60,59,57,59,56,68,63,61,100000,3
12663,21,69,50,56,63,55,62,57,38,59,68,100000,1
12664,22,67,35,56,62,59,70,61,20,60,62,100000,1
12665,20,81,54,43,60,30,61,56,47,36,59,130000,4
12666,21,73,43,58,63,50,61,59,38,61,64,90000,1
12667,24,71,54,52,64,32,62,65,55,44,63,150000,2
12669,23,71,34,53,63,59,55,63,38,52,56,120000,2
12670,22,74,40,51,62,51,53,60,27,43,58,120000,1
12671,21,64,57,39,66,29,58,64,48,29,65,130000,4
12672,17,66,51,56,65,25,28,64,51,54,61,120000,1
12673,21,76,24,48,50,59,62,44,46,39,49,100000,4
12674,22,57,32,40,43,57,65,38,45,41,41,100000,1
12675,27,68,47,55,56,51,75,54,50,58,55,120000,4
12676,27,73,51,62,60,57,64,60,59,69,58,130000,1
12677,25,64,51,55,61,44,64,60,40,57,61,150000,1
12678,21,72,29,49,44,60,72,46,64,48,32,100000,4
12679,23,72,28,44,54,58,59,51,32,27,50,120000,1
12680,22,74,29,51,56,57,61,51,43,53,55,100000,2
12682,18,72,54,51,66,27,43,69,46,48,67,120000,2
12683,22,76,48,58,51,53,59,43,45,61,45,120000,1
12684,22,69,45,55,57,42,53,57,39,54,53,120000,1
12685,18,65,34,55,62,51,65,61,39,55,62,80000,1
12686,21,64,31,41,49,59,62,48,29,52,47,100000,3
12687,20,67,34,55,58,48,53,64,40,60,45,120000,1
12688,20,66,43,53,57,57,60,56,33,57,54,100000,1
12689,19,56,27,37,37,56,68,30,21,38,33,90000,4
12690,20,47,38,37,43,57,69,34,36,34,49,100000,2
12691,20,73,57,52,61,55,60,60,47,51,59,100000,3
12692,20,85,37,54,56,28,64,53,45,51,49,120000,3
12693,21,69,27,45,48,58,65,44,24,38,51,100000,1
12694,21,81,38,48,56,55,68,49,34,51,57,100000,2
12695,22,78,26,50,61,59,66,59,31,52,58,120000,1
12696,20,66,57,44,55,33,66,52,54,33,53,130000,1
12697,19,79,53,51,63,28,50,67,34,42,58,110000,2
12698,19,87,60,39,53,26,44,53,29,32,51,120000,3
12699,23,69,59,45,56,26,57,54,26,41,58,150000,1
12701,20,53,60,37,58,27,55,52,29,35,61,130000,4
12703,19,75,57,34,59,27,58,64,23,25,48,120000,1
12704,20,87,56,45,57,28,59,55,21,41,52,130000,4
12705,25,75,55,56,59,32,37,58,49,56,57,150000,1
12706,19,72,49,57,60,53,67,58,45,61,59,110000,3
12707,21,78,59,58,67,42,48,65,36,55,66,120000,1
12708,22,86,53,49,62,34,62,63,35,52,60,120000,1
12709,26,62,62,40,53,26,54,54,29,32,50,170000,1
12710,19,57,28,41,52,60,61,51,24,44,55,90000,4
12711,24,81,43,47,60,55,59,56,39,59,61,130000,1
12712,20,68,46,51,56,56,65,54,39,56,58,100000,1
12713,21,87,53,47,60,27,58,58,33,46,56,120000,3
12714,23,67,56,61,69,42,56,71,62,56,64,130000,1
12715,22,67,55,49,55,59,68,53,49,58,58,90000,1
